Date,Price,Date_From,Date_To
2016-02-16,11.17,2016-10-14,2016-11-04
2016-02-16,11.17,2016-10-21,2016-11-11
2016-02-16,11.17,2016-10-28,2016-11-18
2016-02-16,11.34,2016-03-25,2016-04-22
2016-02-16,12.14,2016-10-07,2016-11-04
2016-02-16,12.14,2016-10-14,2016-11-11
2016-02-16,12.14,2016-10-21,2016-11-18
2016-02-16,12.14,2016-10-28,2016-11-25
2016-02-16,12.62,2016-08-26,2016-09-16
2016-02-16,12.62,2016-09-02,2016-09-23
2016-02-16,12.62,2016-09-09,2016-09-30
2016-02-16,12.62,2016-09-16,2016-10-07
2016-02-16,12.62,2016-09-23,2016-10-14
2016-02-16,12.62,2016-09-30,2016-10-21
2016-02-16,13.71,2016-08-26,2016-09-23
2016-02-16,13.71,2016-09-02,2016-09-30
2016-02-16,13.71,2016-09-09,2016-10-07
2016-02-16,13.71,2016-09-16,2016-10-14
2016-02-16,13.71,2016-09-23,2016-10-21
2016-02-16,13.71,2016-09-30,2016-10-28
2016-02-16,15.61,2016-07-01,2016-07-22
2016-02-16,15.61,2016-07-08,2016-07-29
2016-02-16,15.61,2016-07-15,2016-08-05
2016-02-16,15.61,2016-07-22,2016-08-12
2016-02-16,15.61,2016-07-29,2016-08-19
2016-02-16,15.61,2016-08-05,2016-08-26
2016-02-16,15.61,2016-08-12,2016-09-02
2016-02-16,15.61,2016-08-19,2016-09-09
2016-02-16,16.97,2016-07-01,2016-07-29
2016-02-16,16.97,2016-07-08,2016-08-05
2016-02-16,16.97,2016-07-15,2016-08-12
2016-02-16,16.97,2016-07-22,2016-08-19
2016-02-16,16.97,2016-07-29,2016-08-26
2016-02-16,16.97,2016-08-05,2016-09-02
2016-02-16,16.97,2016-08-12,2016-09-09
2016-02-16,16.97,2016-08-19,2016-09-16
2016-02-20,1.26,2016-03-04,2016-03-25
2016-02-20,1.26,2016-03-11,2016-04-01
2016-02-20,1.26,2016-03-18,2016-04-08
2016-02-20,2.44,2016-04-01,2016-04-22
2016-02-20,2.44,2016-04-08,2016-04-29
2016-02-20,2.44,2016-04-15,2016-05-06
2016-02-20,2.44,2016-04-22,2016-05-13
2016-02-20,2.44,2016-04-29,2016-05-20
2016-02-20,2.44,2016-05-06,2016-05-27
2016-02-20,2.44,2016-05-13,2016-06-03
2016-02-20,2.44,2016-05-20,2016-06-10
2016-02-20,2.44,2016-05-27,2016-06-17
2016-02-20,2.44,2016-06-03,2016-06-24
2016-02-20,2.44,2016-06-10,2016-07-01
2016-02-20,2.44,2016-06-17,2016-07-08
2016-02-20,2.44,2016-06-24,2016-07-15
2016-02-20,2.59,2016-03-04,2016-04-01
2016-02-20,2.59,2016-03-11,2016-04-08
2016-02-20,2.59,2016-03-18,2016-04-15
2016-02-20,4.72,2016-02-26,2016-03-18
2016-02-20,4.72,2016-02-26,2016-03-25
2016-02-20,5.03,2016-04-01,2016-04-29
2016-02-20,5.03,2016-04-08,2016-05-06
2016-02-20,5.03,2016-04-15,2016-05-13
2016-02-20,5.03,2016-04-22,2016-05-20
2016-02-20,5.03,2016-04-29,2016-05-27
2016-02-20,5.03,2016-05-06,2016-06-03
2016-02-20,5.03,2016-05-13,2016-06-10
2016-02-20,5.03,2016-05-20,2016-06-17
2016-02-20,5.03,2016-05-27,2016-06-24
2016-02-20,5.03,2016-06-03,2016-07-01
2016-02-20,5.03,2016-06-10,2016-07-08
2016-02-20,5.03,2016-06-17,2016-07-15
2016-02-20,5.03,2016-06-24,2016-07-22
2016-02-20,10.43,2016-03-25,2016-04-15
2016-02-20,11.17,2016-10-07,2016-10-28
2016-02-20,11.17,2016-10-14,2016-11-04
2016-02-20,11.17,2016-10-21,2016-11-11
2016-02-20,11.17,2016-10-28,2016-11-18
2016-02-20,11.34,2016-03-25,2016-04-22
2016-02-20,12.14,2016-10-07,2016-11-04
2016-02-20,12.14,2016-10-14,2016-11-11
2016-02-20,12.14,2016-10-21,2016-11-18
2016-02-20,12.14,2016-10-28,2016-11-25
2016-02-20,12.62,2016-08-26,2016-09-16
2016-02-20,12.62,2016-09-02,2016-09-23
2016-02-20,12.62,2016-09-09,2016-09-30
2016-02-20,12.62,2016-09-16,2016-10-07
2016-02-20,12.62,2016-09-23,2016-10-14
2016-02-20,12.62,2016-09-30,2016-10-21
2016-02-20,13.71,2016-08-26,2016-09-23
2016-02-20,13.71,2016-09-02,2016-09-30
2016-02-20,13.71,2016-09-09,2016-10-07
2016-02-20,13.71,2016-09-16,2016-10-14
2016-02-20,13.71,2016-09-23,2016-10-21
2016-02-20,13.71,2016-09-30,2016-10-28
2016-02-20,15.61,2016-07-01,2016-07-22
2016-02-20,15.61,2016-07-08,2016-07-29
2016-02-20,15.61,2016-07-15,2016-08-05
2016-02-20,15.61,2016-07-22,2016-08-12
2016-02-20,15.61,2016-07-29,2016-08-19
2016-02-20,15.61,2016-08-05,2016-08-26
2016-02-20,15.61,2016-08-12,2016-09-02
2016-02-20,15.61,2016-08-19,2016-09-09
2016-02-20,16.97,2016-07-01,2016-07-29
2016-02-20,16.97,2016-07-08,2016-08-05
2016-02-20,16.97,2016-07-15,2016-08-12
2016-02-20,16.97,2016-07-22,2016-08-19
2016-02-20,16.97,2016-07-29,2016-08-26
2016-02-20,16.97,2016-08-05,2016-09-02
2016-02-20,16.97,2016-08-12,2016-09-09
2016-02-20,16.97,2016-08-19,2016-09-16
2016-02-20,2.44,2016-04-01,2016-04-22
2016-02-20,2.44,2016-04-08,2016-04-29
2016-02-20,2.44,2016-04-15,2016-05-06
2016-02-20,2.44,2016-04-22,2016-05-13
2016-02-20,2.44,2016-04-29,2016-05-20
2016-02-20,2.44,2016-05-06,2016-05-27
2016-02-20,2.44,2016-05-13,2016-06-03
2016-02-20,2.44,2016-05-20,2016-06-10
2016-02-20,2.44,2016-05-27,2016-06-17
2016-02-20,2.44,2016-06-03,2016-06-24
2016-02-20,2.44,2016-06-10,2016-07-01
2016-02-20,2.44,2016-06-17,2016-07-08
2016-02-20,2.44,2016-06-24,2016-07-15
2016-02-20,4.72,2016-02-26,2016-03-18
2016-02-20,4.72,2016-02-26,2016-03-25
2016-02-20,5.03,2016-04-01,2016-04-29
2016-02-20,5.03,2016-04-08,2016-05-06
2016-02-20,5.03,2016-04-15,2016-05-13
2016-02-20,5.03,2016-04-22,2016-05-20
2016-02-20,5.03,2016-04-29,2016-05-27
2016-02-20,5.03,2016-05-06,2016-06-03
2016-02-20,5.03,2016-05-13,2016-06-10
2016-02-20,5.03,2016-05-20,2016-06-17
2016-02-20,5.03,2016-05-27,2016-06-24
2016-02-20,5.03,2016-06-03,2016-07-01
2016-02-20,5.03,2016-06-10,2016-07-08
2016-02-20,5.03,2016-06-17,2016-07-15
2016-02-20,5.03,2016-06-24,2016-07-22
2016-02-20,9.07,2016-03-25,2016-04-15
2016-02-20,9.20,2016-03-04,2016-03-25
2016-02-20,9.20,2016-03-04,2016-04-01
2016-02-20,9.20,2016-03-11,2016-04-01
2016-02-20,9.20,2016-03-11,2016-04-08
2016-02-20,9.20,2016-03-18,2016-04-08
2016-02-20,9.20,2016-03-18,2016-04-15
2016-02-20,11.17,2016-10-07,2016-10-28
2016-02-20,11.17,2016-10-14,2016-11-04
2016-02-20,11.17,2016-10-21,2016-11-11
2016-02-20,11.17,2016-10-28,2016-11-18
2016-02-20,12.14,2016-10-07,2016-11-04
2016-02-20,12.14,2016-10-14,2016-11-11
2016-02-20,12.14,2016-10-21,2016-11-18
2016-02-20,12.14,2016-10-28,2016-11-25
2016-02-20,12.62,2016-08-26,2016-09-16
2016-02-20,12.62,2016-09-02,2016-09-23
2016-02-20,12.62,2016-09-09,2016-09-30
2016-02-20,12.62,2016-09-16,2016-10-07
2016-02-20,12.62,2016-09-23,2016-10-14
2016-02-20,12.62,2016-09-30,2016-10-21
2016-02-20,13.71,2016-08-26,2016-09-23
2016-02-20,13.71,2016-09-02,2016-09-30
2016-02-20,13.71,2016-09-09,2016-10-07
2016-02-20,13.71,2016-09-16,2016-10-14
2016-02-20,13.71,2016-09-23,2016-10-21
2016-02-20,13.71,2016-09-30,2016-10-28
2016-02-20,15.61,2016-07-01,2016-07-22
2016-02-20,15.61,2016-07-08,2016-07-29
2016-02-20,15.61,2016-07-15,2016-08-05
2016-02-20,15.61,2016-07-22,2016-08-12
2016-02-20,15.61,2016-07-29,2016-08-19
2016-02-20,15.61,2016-08-05,2016-08-26
2016-02-20,15.61,2016-08-12,2016-09-02
2016-02-20,15.61,2016-08-19,2016-09-09
2016-02-20,16.97,2016-07-01,2016-07-29
2016-02-20,16.97,2016-07-08,2016-08-05
2016-02-20,16.97,2016-07-15,2016-08-12
2016-02-20,16.97,2016-07-22,2016-08-19
2016-02-20,16.97,2016-07-29,2016-08-26
2016-02-20,16.97,2016-08-05,2016-09-02
2016-02-20,16.97,2016-08-12,2016-09-09
2016-02-20,16.97,2016-08-19,2016-09-16
2016-02-20,79.35,2016-03-25,2016-04-22
2016-02-22,2.44,2016-04-01,2016-04-22
2016-02-22,2.44,2016-04-08,2016-04-29
2016-02-22,2.44,2016-04-15,2016-05-06
2016-02-22,2.44,2016-04-22,2016-05-13
2016-02-22,2.44,2016-04-29,2016-05-20
2016-02-22,2.44,2016-05-06,2016-05-27
2016-02-22,2.44,2016-05-13,2016-06-03
2016-02-22,2.44,2016-05-20,2016-06-10
2016-02-22,2.44,2016-05-27,2016-06-17
2016-02-22,2.44,2016-06-03,2016-06-24
2016-02-22,2.44,2016-06-10,2016-07-01
2016-02-22,2.44,2016-06-17,2016-07-08
2016-02-22,2.44,2016-06-24,2016-07-15
2016-02-22,4.60,2016-02-26,2016-03-18
2016-02-22,4.60,2016-02-26,2016-03-25
2016-02-22,5.03,2016-04-01,2016-04-29
2016-02-22,5.03,2016-04-08,2016-05-06
2016-02-22,5.03,2016-04-15,2016-05-13
2016-02-22,5.03,2016-04-22,2016-05-20
2016-02-22,5.03,2016-04-29,2016-05-27
2016-02-22,5.03,2016-05-06,2016-06-03
2016-02-22,5.03,2016-05-13,2016-06-10
2016-02-22,5.03,2016-05-20,2016-06-17
2016-02-22,5.03,2016-05-27,2016-06-24
2016-02-22,5.03,2016-06-03,2016-07-01
2016-02-22,5.03,2016-06-10,2016-07-08
2016-02-22,5.03,2016-06-17,2016-07-15
2016-02-22,5.03,2016-06-24,2016-07-22
2016-02-22,10.35,2016-03-04,2016-03-25
2016-02-22,10.35,2016-03-04,2016-04-01
2016-02-22,10.35,2016-03-11,2016-04-01
2016-02-22,10.35,2016-03-11,2016-04-08
2016-02-22,10.35,2016-03-18,2016-04-08
2016-02-22,10.35,2016-03-18,2016-04-15
2016-02-22,10.43,2016-03-25,2016-04-15
2016-02-22,11.17,2016-10-07,2016-10-28
2016-02-22,11.17,2016-10-14,2016-11-04
2016-02-22,11.17,2016-10-21,2016-11-11
2016-02-22,11.17,2016-10-28,2016-11-18
2016-02-22,11.34,2016-03-25,2016-04-22
2016-02-22,12.14,2016-10-07,2016-11-04
2016-02-22,12.14,2016-10-14,2016-11-11
2016-02-22,12.14,2016-10-21,2016-11-18
2016-02-22,12.14,2016-10-28,2016-11-25
2016-02-22,12.62,2016-08-26,2016-09-16
2016-02-22,12.62,2016-09-02,2016-09-23
2016-02-22,12.62,2016-09-09,2016-09-30
2016-02-22,12.62,2016-09-16,2016-10-07
2016-02-22,12.62,2016-09-23,2016-10-14
2016-02-22,12.62,2016-09-30,2016-10-21
2016-02-22,13.71,2016-08-26,2016-09-23
2016-02-22,13.71,2016-09-02,2016-09-30
2016-02-22,13.71,2016-09-09,2016-10-07
2016-02-22,13.71,2016-09-16,2016-10-14
2016-02-22,13.71,2016-09-23,2016-10-21
2016-02-22,13.71,2016-09-30,2016-10-28
2016-02-22,15.61,2016-07-01,2016-07-22
2016-02-22,15.61,2016-07-08,2016-07-29
2016-02-22,15.61,2016-07-15,2016-08-05
2016-02-22,15.61,2016-07-22,2016-08-12
2016-02-22,15.61,2016-07-29,2016-08-19
2016-02-22,15.61,2016-08-05,2016-08-26
2016-02-22,15.61,2016-08-12,2016-09-02
2016-02-22,15.61,2016-08-19,2016-09-09
2016-02-22,16.97,2016-07-01,2016-07-29
2016-02-22,16.97,2016-07-08,2016-08-05
2016-02-22,16.97,2016-07-15,2016-08-12
2016-02-22,16.97,2016-07-22,2016-08-19
2016-02-22,16.97,2016-07-29,2016-08-26
2016-02-22,16.97,2016-08-05,2016-09-02
2016-02-22,16.97,2016-08-12,2016-09-09
2016-02-22,16.97,2016-08-19,2016-09-16
2016-02-23,2.44,2016-04-01,2016-04-22
2016-02-23,2.44,2016-04-08,2016-04-29
2016-02-23,2.44,2016-04-15,2016-05-06
2016-02-23,2.44,2016-04-22,2016-05-13
2016-02-23,2.44,2016-04-29,2016-05-20
2016-02-23,2.44,2016-05-06,2016-05-27
2016-02-23,2.44,2016-05-13,2016-06-03
2016-02-23,2.44,2016-05-20,2016-06-10
2016-02-23,2.44,2016-05-27,2016-06-17
2016-02-23,2.44,2016-06-03,2016-06-24
2016-02-23,2.44,2016-06-10,2016-07-01
2016-02-23,2.44,2016-06-17,2016-07-08
2016-02-23,2.44,2016-06-24,2016-07-15
2016-02-23,4.60,2016-02-26,2016-03-18
2016-02-23,4.60,2016-02-26,2016-03-25
2016-02-23,5.03,2016-04-01,2016-04-29
2016-02-23,5.03,2016-04-08,2016-05-06
2016-02-23,5.03,2016-04-15,2016-05-13
2016-02-23,5.03,2016-04-22,2016-05-20
2016-02-23,5.03,2016-04-29,2016-05-27
2016-02-23,5.03,2016-05-06,2016-06-03
2016-02-23,5.03,2016-05-13,2016-06-10
2016-02-23,5.03,2016-05-20,2016-06-17
2016-02-23,5.03,2016-05-27,2016-06-24
2016-02-23,5.03,2016-06-03,2016-07-01
2016-02-23,5.03,2016-06-10,2016-07-08
2016-02-23,5.03,2016-06-17,2016-07-15
2016-02-23,5.03,2016-06-24,2016-07-22
2016-02-23,8.05,2016-03-04,2016-03-25
2016-02-23,8.05,2016-03-04,2016-04-01
2016-02-23,8.05,2016-03-11,2016-04-01
2016-02-23,8.05,2016-03-11,2016-04-08
2016-02-23,8.05,2016-03-18,2016-04-08
2016-02-23,8.05,2016-03-18,2016-04-15
2016-02-23,11.17,2016-10-07,2016-10-28
2016-02-23,11.17,2016-10-14,2016-11-04
2016-02-23,11.17,2016-10-21,2016-11-11
2016-02-23,11.17,2016-10-28,2016-11-18
2016-02-23,11.97,2016-03-25,2016-04-15
2016-02-23,12.14,2016-10-07,2016-11-04
2016-02-23,12.14,2016-10-14,2016-11-11
2016-02-23,12.14,2016-10-21,2016-11-18
2016-02-23,12.14,2016-10-28,2016-11-25
2016-02-23,12.62,2016-08-26,2016-09-16
2016-02-23,12.62,2016-09-02,2016-09-23
2016-02-23,12.62,2016-09-09,2016-09-30
2016-02-23,12.62,2016-09-16,2016-10-07
2016-02-23,12.62,2016-09-23,2016-10-14
2016-02-23,12.62,2016-09-30,2016-10-21
2016-02-23,13.01,2016-03-25,2016-04-22
2016-02-23,13.71,2016-08-26,2016-09-23
2016-02-23,13.71,2016-09-02,2016-09-30
2016-02-23,13.71,2016-09-09,2016-10-07
2016-02-23,13.71,2016-09-16,2016-10-14
2016-02-23,13.71,2016-09-23,2016-10-21
2016-02-23,13.71,2016-09-30,2016-10-28
2016-02-23,15.61,2016-07-01,2016-07-22
2016-02-23,15.61,2016-07-08,2016-07-29
2016-02-23,15.61,2016-07-15,2016-08-05
2016-02-23,15.61,2016-07-22,2016-08-12
2016-02-23,15.61,2016-07-29,2016-08-19
2016-02-23,15.61,2016-08-05,2016-08-26
2016-02-23,15.61,2016-08-12,2016-09-02
2016-02-23,15.61,2016-08-19,2016-09-09
2016-02-23,16.97,2016-07-01,2016-07-29
2016-02-23,16.97,2016-07-08,2016-08-05
2016-02-23,16.97,2016-07-15,2016-08-12
2016-02-23,16.97,2016-07-22,2016-08-19
2016-02-23,16.97,2016-07-29,2016-08-26
2016-02-23,16.97,2016-08-05,2016-09-02
2016-02-23,16.97,2016-08-12,2016-09-09
2016-02-23,16.97,2016-08-19,2016-09-16
2016-02-24,2.44,2016-04-01,2016-04-22
2016-02-24,2.44,2016-04-08,2016-04-29
2016-02-24,2.44,2016-04-15,2016-05-06
2016-02-24,2.44,2016-04-22,2016-05-13
2016-02-24,2.44,2016-04-29,2016-05-20
2016-02-24,2.44,2016-05-06,2016-05-27
2016-02-24,2.44,2016-05-13,2016-06-03
2016-02-24,2.44,2016-05-20,2016-06-10
2016-02-24,2.44,2016-05-27,2016-06-17
2016-02-24,2.44,2016-06-03,2016-06-24
2016-02-24,2.44,2016-06-10,2016-07-01
2016-02-24,2.44,2016-06-17,2016-07-08
2016-02-24,2.44,2016-06-24,2016-07-15
2016-02-24,4.60,2016-02-26,2016-03-18
2016-02-24,4.60,2016-02-26,2016-03-25
2016-02-24,5.03,2016-04-01,2016-04-29
2016-02-24,5.03,2016-04-08,2016-05-06
2016-02-24,5.03,2016-04-15,2016-05-13
2016-02-24,5.03,2016-04-22,2016-05-20
2016-02-24,5.03,2016-04-29,2016-05-27
2016-02-24,5.03,2016-05-06,2016-06-03
2016-02-24,5.03,2016-05-13,2016-06-10
2016-02-24,5.03,2016-05-20,2016-06-17
2016-02-24,5.03,2016-05-27,2016-06-24
2016-02-24,5.03,2016-06-03,2016-07-01
2016-02-24,5.03,2016-06-10,2016-07-08
2016-02-24,5.03,2016-06-17,2016-07-15
2016-02-24,5.03,2016-06-24,2016-07-22
2016-02-24,8.05,2016-03-04,2016-03-25
2016-02-24,8.05,2016-03-04,2016-04-01
2016-02-24,8.05,2016-03-11,2016-04-01
2016-02-24,8.05,2016-03-11,2016-04-08
2016-02-24,11.17,2016-10-07,2016-10-28
2016-02-24,11.17,2016-10-14,2016-11-04
2016-02-24,11.17,2016-10-21,2016-11-11
2016-02-24,11.17,2016-10-28,2016-11-18
2016-02-24,11.97,2016-03-18,2016-04-08
2016-02-24,11.97,2016-03-25,2016-04-15
2016-02-24,12.14,2016-10-07,2016-11-04
2016-02-24,12.14,2016-10-14,2016-11-11
2016-02-24,12.14,2016-10-21,2016-11-18
2016-02-24,12.14,2016-10-28,2016-11-25
2016-02-24,12.62,2016-08-26,2016-09-16
2016-02-24,12.62,2016-09-02,2016-09-23
2016-02-24,12.62,2016-09-09,2016-09-30
2016-02-24,12.62,2016-09-16,2016-10-07
2016-02-24,12.62,2016-09-23,2016-10-14
2016-02-24,12.62,2016-09-30,2016-10-21
2016-02-24,13.01,2016-03-18,2016-04-15
2016-02-24,13.01,2016-03-25,2016-04-22
2016-02-24,13.71,2016-08-26,2016-09-23
2016-02-24,13.71,2016-09-02,2016-09-30
2016-02-24,13.71,2016-09-09,2016-10-07
2016-02-24,13.71,2016-09-16,2016-10-14
2016-02-24,13.71,2016-09-23,2016-10-21
2016-02-24,13.71,2016-09-30,2016-10-28
2016-02-24,15.61,2016-07-01,2016-07-22
2016-02-24,15.61,2016-07-08,2016-07-29
2016-02-24,15.61,2016-07-15,2016-08-05
2016-02-24,15.61,2016-07-22,2016-08-12
2016-02-24,15.61,2016-07-29,2016-08-19
2016-02-24,15.61,2016-08-05,2016-08-26
2016-02-24,15.61,2016-08-12,2016-09-02
2016-02-24,15.61,2016-08-19,2016-09-09
2016-02-24,16.97,2016-07-01,2016-07-29
2016-02-24,16.97,2016-07-08,2016-08-05
2016-02-24,16.97,2016-07-15,2016-08-12
2016-02-24,16.97,2016-07-22,2016-08-19
2016-02-24,16.97,2016-07-29,2016-08-26
2016-02-24,16.97,2016-08-05,2016-09-02
2016-02-24,16.97,2016-08-12,2016-09-09
2016-02-24,16.97,2016-08-19,2016-09-16
2016-02-25,2.44,2016-04-01,2016-04-22
2016-02-25,2.44,2016-04-08,2016-04-29
2016-02-25,2.44,2016-04-15,2016-05-06
2016-02-25,2.44,2016-04-22,2016-05-13
2016-02-25,2.44,2016-04-29,2016-05-20
2016-02-25,2.44,2016-05-06,2016-05-27
2016-02-25,2.44,2016-05-13,2016-06-03
2016-02-25,2.44,2016-05-20,2016-06-10
2016-02-25,2.44,2016-05-27,2016-06-17
2016-02-25,2.44,2016-06-03,2016-06-24
2016-02-25,2.44,2016-06-10,2016-07-01
2016-02-25,2.44,2016-06-17,2016-07-08
2016-02-25,2.44,2016-06-24,2016-07-15
2016-02-25,5.03,2016-04-01,2016-04-29
2016-02-25,5.03,2016-04-08,2016-05-06
2016-02-25,5.03,2016-04-15,2016-05-13
2016-02-25,5.03,2016-04-22,2016-05-20
2016-02-25,5.03,2016-04-29,2016-05-27
2016-02-25,5.03,2016-05-06,2016-06-03
2016-02-25,5.03,2016-05-13,2016-06-10
2016-02-25,5.03,2016-05-20,2016-06-17
2016-02-25,5.03,2016-05-27,2016-06-24
2016-02-25,5.03,2016-06-03,2016-07-01
2016-02-25,5.03,2016-06-10,2016-07-08
2016-02-25,5.03,2016-06-17,2016-07-15
2016-02-25,5.03,2016-06-24,2016-07-22
2016-02-25,8.02,2016-03-04,2016-03-25
2016-02-25,8.02,2016-03-04,2016-04-01
2016-02-25,8.02,2016-03-11,2016-04-01
2016-02-25,8.02,2016-03-11,2016-04-08
2016-02-25,11.02,2016-03-18,2016-04-08
2016-02-25,11.02,2016-03-25,2016-04-15
2016-02-25,11.17,2016-10-07,2016-10-28
2016-02-25,11.17,2016-10-14,2016-11-04
2016-02-25,11.17,2016-10-21,2016-11-11
2016-02-25,11.17,2016-10-28,2016-11-18
2016-02-25,11.50,2016-02-26,2016-03-18
2016-02-25,11.50,2016-02-26,2016-03-25
2016-02-25,11.98,2016-03-18,2016-04-15
2016-02-25,11.98,2016-03-25,2016-04-22
2016-02-25,12.14,2016-10-07,2016-11-04
2016-02-25,12.14,2016-10-14,2016-11-11
2016-02-25,12.14,2016-10-21,2016-11-18
2016-02-25,12.14,2016-10-28,2016-11-25
2016-02-25,12.62,2016-08-26,2016-09-16
2016-02-25,12.62,2016-09-02,2016-09-23
2016-02-25,12.62,2016-09-09,2016-09-30
2016-02-25,12.62,2016-09-16,2016-10-07
2016-02-25,12.62,2016-09-23,2016-10-14
2016-02-25,12.62,2016-09-30,2016-10-21
2016-02-25,13.71,2016-08-26,2016-09-23
2016-02-25,13.71,2016-09-02,2016-09-30
2016-02-25,13.71,2016-09-09,2016-10-07
2016-02-25,13.71,2016-09-16,2016-10-14
2016-02-25,13.71,2016-09-23,2016-10-21
2016-02-25,13.71,2016-09-30,2016-10-28
2016-02-25,15.61,2016-07-01,2016-07-22
2016-02-25,15.61,2016-07-08,2016-07-29
2016-02-25,15.61,2016-07-15,2016-08-05
2016-02-25,15.61,2016-07-22,2016-08-12
2016-02-25,15.61,2016-07-29,2016-08-19
2016-02-25,15.61,2016-08-05,2016-08-26
2016-02-25,15.61,2016-08-12,2016-09-02
2016-02-25,15.61,2016-08-19,2016-09-09
2016-02-25,16.97,2016-07-01,2016-07-29
2016-02-25,16.97,2016-07-08,2016-08-05
2016-02-25,16.97,2016-07-15,2016-08-12
2016-02-25,16.97,2016-07-22,2016-08-19
2016-02-25,16.97,2016-07-29,2016-08-26
2016-02-25,16.97,2016-08-05,2016-09-02
2016-02-25,16.97,2016-08-12,2016-09-09
2016-02-25,16.97,2016-08-19,2016-09-16
2016-02-26,2.44,2016-04-01,2016-04-22
2016-02-26,2.44,2016-04-08,2016-04-29
2016-02-26,2.44,2016-04-15,2016-05-06
2016-02-26,2.44,2016-04-22,2016-05-13
2016-02-26,2.44,2016-04-29,2016-05-20
2016-02-26,2.44,2016-05-06,2016-05-27
2016-02-26,2.44,2016-05-13,2016-06-03
2016-02-26,2.44,2016-05-20,2016-06-10
2016-02-26,2.44,2016-05-27,2016-06-17
2016-02-26,2.44,2016-06-03,2016-06-24
2016-02-26,2.44,2016-06-10,2016-07-01
2016-02-26,2.44,2016-06-17,2016-07-08
2016-02-26,2.44,2016-06-24,2016-07-15
2016-02-26,5.03,2016-04-01,2016-04-29
2016-02-26,5.03,2016-04-08,2016-05-06
2016-02-26,5.03,2016-04-15,2016-05-13
2016-02-26,5.03,2016-04-22,2016-05-20
2016-02-26,5.03,2016-04-29,2016-05-27
2016-02-26,5.03,2016-05-06,2016-06-03
2016-02-26,5.03,2016-05-13,2016-06-10
2016-02-26,5.03,2016-05-20,2016-06-17
2016-02-26,5.03,2016-05-27,2016-06-24
2016-02-26,5.03,2016-06-03,2016-07-01
2016-02-26,5.03,2016-06-10,2016-07-08
2016-02-26,5.03,2016-06-17,2016-07-15
2016-02-26,5.03,2016-06-24,2016-07-22
2016-02-26,11.02,2016-03-18,2016-04-08
2016-02-26,11.02,2016-03-25,2016-04-15
2016-02-26,11.17,2016-10-07,2016-10-28
2016-02-26,11.17,2016-10-14,2016-11-04
2016-02-26,11.17,2016-10-21,2016-11-11
2016-02-26,11.17,2016-10-28,2016-11-18
2016-02-26,11.50,2016-02-26,2016-03-18
2016-02-26,11.50,2016-02-26,2016-03-25
2016-02-26,11.98,2016-03-18,2016-04-15
2016-02-26,11.98,2016-03-25,2016-04-22
2016-02-26,12.14,2016-10-07,2016-11-04
2016-02-26,12.14,2016-10-14,2016-11-11
2016-02-26,12.14,2016-10-21,2016-11-18
2016-02-26,12.14,2016-10-28,2016-11-25
2016-02-26,12.62,2016-08-26,2016-09-16
2016-02-26,12.62,2016-09-02,2016-09-23
2016-02-26,12.62,2016-09-09,2016-09-30
2016-02-26,12.62,2016-09-16,2016-10-07
2016-02-26,12.62,2016-09-23,2016-10-14
2016-02-26,12.62,2016-09-30,2016-10-21
2016-02-26,13.01,2016-07-01,2016-07-22
2016-02-26,13.01,2016-07-08,2016-07-29
2016-02-26,13.01,2016-07-15,2016-08-05
2016-02-26,13.01,2016-07-22,2016-08-12
2016-02-26,13.01,2016-07-29,2016-08-19
2016-02-26,13.01,2016-08-05,2016-08-26
2016-02-26,13.01,2016-08-12,2016-09-02
2016-02-26,13.01,2016-08-19,2016-09-09
2016-02-26,13.71,2016-08-26,2016-09-23
2016-02-26,13.71,2016-09-02,2016-09-30
2016-02-26,13.71,2016-09-09,2016-10-07
2016-02-26,13.71,2016-09-16,2016-10-14
2016-02-26,13.71,2016-09-23,2016-10-21
2016-02-26,13.71,2016-09-30,2016-10-28
2016-02-26,14.14,2016-07-01,2016-07-29
2016-02-26,14.14,2016-07-08,2016-08-05
2016-02-26,14.14,2016-07-15,2016-08-12
2016-02-26,14.14,2016-07-22,2016-08-19
2016-02-26,14.14,2016-07-29,2016-08-26
2016-02-26,14.14,2016-08-05,2016-09-02
2016-02-26,14.14,2016-08-12,2016-09-09
2016-02-26,14.14,2016-08-19,2016-09-16
2016-02-26,24.05,2016-03-04,2016-03-25
2016-02-26,24.05,2016-03-04,2016-04-01
2016-02-26,24.05,2016-03-11,2016-04-01
2016-02-26,24.05,2016-03-11,2016-04-08
2016-02-26,11.02,2016-03-18,2016-04-08
2016-02-26,11.02,2016-03-25,2016-04-15
2016-02-26,11.17,2016-10-07,2016-10-28
2016-02-26,11.17,2016-10-14,2016-11-04
2016-02-26,11.17,2016-10-21,2016-11-11
2016-02-26,11.17,2016-10-28,2016-11-18
2016-02-26,11.50,2016-02-26,2016-03-18
2016-02-26,11.50,2016-02-26,2016-03-25
2016-02-26,11.98,2016-03-18,2016-04-15
2016-02-26,11.98,2016-03-25,2016-04-22
2016-02-26,12.14,2016-10-07,2016-11-04
2016-02-26,12.14,2016-10-14,2016-11-11
2016-02-26,12.14,2016-10-21,2016-11-18
2016-02-26,12.14,2016-10-28,2016-11-25
2016-02-26,12.62,2016-08-26,2016-09-16
2016-02-26,12.62,2016-09-02,2016-09-23
2016-02-26,12.62,2016-09-09,2016-09-30
2016-02-26,12.62,2016-09-16,2016-10-07
2016-02-26,12.62,2016-09-23,2016-10-14
